# q = 3
# Integers covered = [1, 2150418490766337)
# 2150418490766337 ~ 3^32.14
# every order is realizable with ordinary AV
# every order is realizable with squarefree AV
# total wall time = 29.24 seconds
#
# Each line has the following format:
# a:b:c:pol:r:mu_ord_lower:construction
# where:
# - a, b, c, r are integers
# - pol is a list of lists of integers, each list represents a monic Weil polynomial of degree 2n given by their n+1 leading coefficients,
# - mu_ord_lower is a real number
# - construction is a string in {'hat', 'logexp', 'exhaust', 'small'}
#
# For each (monic) Weil polynomial h(x) represented by pol we have h(1) = c.
# For construction is {logexp', 'exhaust', 'small'} we have mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# There are four cases, depending on the string construction:
# - 'hat'
# In this case, the row represents the output of Construction 9.5.
# Precisely, the list poly only represents one polynomial h(x) obtained via Construction 9.1,
# and the nth-coefficient of h is coprime to p.
# Let S_h be the set of integral polynomials obtained by integrally modifying
# the coefficients x^n, ..., x^(n + (r-1)) by at most floor(q/2) of h(x), and
# the lower coefficients accordingly to keep the q-symmetry.
# One can then realize every integer in [a, b) as f(1) with f in S_h.
# mu_ord_lower is a lower bound for mu_ord as defined in Section 9.
#
# - 'logexp'
# In this case, r=1, and poly  represents two Weil polynomials h0(x) and h1(x), such that
# (a) h0^[n] != h1^[n] mod p, and thus every number in [a, b) may be represented by an order of
# a squarefree ordinary abelian variety.
# (b) {h0, h1} < {g, g^+, g^-}, where g(x) = hat(h(x)) where h(x) is the polynomial
# produced by Construction 9.1 Steps 1-5, and g^+/- =  g(x) +/- (qx^{n-1} - (q+1)x^n + x^{n+1}).
# Furthermore, mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# - 'exhaust'
# As in 'logexp', but condition (b) is replaced with:
# (b') h0 and h1 have the same (n-1) leading coefficients as hat(h(x))
#
# - 'small'
# In this case the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 2, then condition (a) from 'logexp' holds and the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 1, ordinariness or squarefreeness might fail.
#
1:2:1:[[1]]:0:0:small
2:4:3:[[1, -1], [1, -4, 9]]:1:0:small
3:7:4:[[1, -3, 6], [1, -2, 2]]:1:0:logexp
5:13:8:[[1, -1, 2], [1, 0, -2]]:1:0:logexp
9:12:10:[[1, -3, 4, -4], [1, -3, 5, -8]]:1:0:logexp
11:16:13:[[1, -2, 0, 5], [1, -2, 1, 1]]:1:0:logexp
14:25:17:[[1, -1, -1, 3], [1, -1, 0, -1]]:1:0:logexp
18:31:25:[[1, 0, -1, 1], [1, 0, 0, -3]]:1:0:logexp
26:32:28:[[1, -3, 4, -4, 6], [1, -3, 4, -3, 2]]:1:0:logexp
29:37:33:[[1, -3, 5, -6, 9], [1, -3, 5, -5, 5]]:1:0:logexp
34:44:39:[[1, -2, 1, 1, -1], [1, -2, 1, 2, -5]]:1:0:logexp
40:55:46:[[1, -2, 3, -4, 6], [1, -2, 3, -3, 2]]:1:0:logexp
47:66:54:[[1, -1, 0, 0, 0], [1, -1, 0, 1, -4]]:1:0:logexp
55:56:55:[[1, -1, 0, 0, 1]]:0:0.0633833718789870:hat
56:79:66:[[1, -1, 2, -4, 8], [1, -1, 2, -3, 4]]:1:0:logexp
67:68:67:[[1, -1, 2, -2, 1]]:0:0.0191838569681030:hat
68:91:74:[[1, 0, -1, 0, 2], [1, 0, -1, 1, -2]]:1:0:logexp
75:88:81:[[1, 0, 0, 0, -1]]:2:0.529772132492345:hat
82:87:84:[[1, 0, 0, 1, -2]]:1:0.281766487206914:hat
85:90:87:[[1, 0, 1, -1, -1]]:1:0.130916311179000:hat
88:100:93:[[1, -3, 5, -6, 3, 3], [1, -3, 5, -6, 4, -1]]:1:0:logexp
94:110:102:[[1, -3, 6, -10, 13, -16], [1, -3, 6, -10, 14, -20]]:1:0:logexp
103:108:105:[[1, 1, 0, -1, -1]]:1:0.132391353940961:hat
106:123:113:[[1, -2, 1, 1, -2, 3], [1, -2, 1, 1, -1, -1]]:1:0:logexp
114:134:121:[[1, -2, 2, -2, 2, -3], [1, -2, 2, -2, 3, -7]]:1:0:logexp
122:123:122:[[1, -2, 2, -2, 2, -2]]:0:0.0457269702086456:hat
123:124:123:[[1, -2, 2, -2, 3, -5]]:0:0.0606130364549020:hat
124:125:124:[[1, -2, 2, -1, -1, 2]]:0:0.0331437864252866:hat
125:130:127:[[1, -2, 2, -1, 0, 1]]:1:0.0999555467623806:hat
128:133:130:[[1, -2, 2, 0, -2, 2]]:1:0.114482765044026:hat
131:136:133:[[1, -2, 3, -5, 8, -13]]:1:0.0976993745795590:hat
134:139:136:[[1, -2, 3, -4, 4, -4]]:1:0.152232316394140:hat
137:142:139:[[1, -2, 3, -3, 1, 1]]:1:0.171642660722341:hat
140:145:142:[[1, -2, 3, -3, 3, -4]]:1:0.124119372500730:hat
143:144:143:[[1, -2, 3, -3, 4, -7]]:0:0.0341239109792547:hat
144:149:146:[[1, -2, 3, -2, 0, 2]]:1:0.112014837974710:hat
147:152:149:[[1, -1, -1, 2, -1, -1]]:1:0.0916192799396580:hat
150:155:152:[[1, -1, -1, 2, 0, -2]]:1:0.170655376095748:hat
153:158:155:[[1, -1, -1, 3, -2, -1]]:1:0.172958258558412:hat
156:161:158:[[1, -1, 0, -1, 2, -2]]:1:0.148860662461725:hat
159:172:165:[[1, -1, 0, 0, 1, -1]]:2:0.256997462791709:hat
166:199:182:[[1, -1, 1, -1, 1, -2]]:3:0.371082884683938:hat
183:196:189:[[1, -1, 1, 0, 0, -1]]:2:0.320041096520936:hat
190:203:196:[[1, -1, 2, -3, 3, -4]]:2:0.253986401465015:hat
197:230:213:[[1, 0, -1, -1, 2, -1]]:3:0.374196236842193:hat
214:227:220:[[1, 0, -1, 0, 2, -4]]:2:0.361717787380437:hat
221:254:237:[[1, 0, 0, -1, 1, -1]]:3:0.479030268428451:hat
238:271:254:[[1, 0, 0, 1, 1, -4]]:3:0.445510579991407:hat
1004193900854:1035574960507:1019884430680:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 2, -2, -5, 16, -21, 12, 9, -27, 27, -22]]:22:0.232141902479386:hat
1019884430681:1051265490334:1035574960507:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -10, 3, -1, 5, -8, 5, 0, 2, -11, 21, -26, 29, -35, 49]]:22:0.241657506483622:hat
1035574960508:1066956020161:1051265490334:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 10, -25, 35, -37, 27, -2, -30, 61, -85, 90, -70, 29, 8]]:22:0.222972923214683:hat
1051265490335:1145408669208:1098337079771:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -13, 16, -22, 30, -37, 40, -38, 33, -27, 29]]:23:0.270067553588084:hat
1098337079772:1129718139425:1114027609598:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 35, -39, 43, -48, 57, -74, 86, -87, 96, -117, 136, -152, 202]]:22:0.186048756088331:hat
1114027609599:1145408669252:1129718139425:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -4, 4, -3, 0, 3, -2, 0, -1]]:22:0.178621651309898:hat
1129718139426:1161099199079:1145408669252:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 5, -6, 6, -5, 4, -7, 10, -8, 8]]:22:0.208393326256365:hat
1145408669253:1176789728906:1161099199079:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -12, 11, -5, -8, 19, -17, 4, 11, -18, 16, -9, -4, 17]]:22:0.202814177508044:hat
1161099199080:1192480258733:1176789728906:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 13, -8, 0, 6, -7, 6, -6, 8, -13, 15, -7, -9, 26]]:22:0.230453846739113:hat
1176789728907:1270932907780:1223861318343:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 2, 4, -7, 2, 6, -8, 1, 7, -6, 1]]:23:0.286686805110970:hat
1223861318344:1318004497217:1270932907780:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 5, -6, 6, -5, 5, -5, 4, -3, 2]]:23:0.267942014784758:hat
1270932907781:1365076086654:1318004497217:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -4, 4, -2, -1, 2, -2, 1, -1]]:23:0.319506854588471:hat
1318004497218:1412147676091:1365076086654:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 1, -1, -2, 3, -2, 2, -7, 14, -20]]:23:0.382013564103440:hat
1365076086655:1459219265528:1412147676091:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -5, 7, -8, 8, -6, 4, -4, 5, -6, 7]]:23:0.357258836836896:hat
1412147676092:1506290854965:1459219265528:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 5, -2, 1, 2, -6, 6, -4, 3, -6, 11, -13, 14]]:23:0.408459454287247:hat
1459219265529:1553362444402:1506290854965:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -19, 28, -24, 5, 21, -42, 45, -26, -9, 45, -64, 54, -41]]:23:0.395946378861596:hat
1506290854966:1600434033839:1553362444402:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 6, -4, -3, 7, -11, 10, 7, -23, 18, 0, -21, 32, -14, -15, 28, -38]]:23:0.342701051859720:hat
1553362444403:1647505623276:1600434033839:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 1, -4, 2, 4, -3, -4, 3, 2, -2, 0, 3, -3, -1]]:23:0.413812638293450:hat
1600434033840:1694577212713:1647505623276:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 5, -5, 3, -5, 7, -4, 5, -6, 2]]:23:0.371067405943996:hat
1647505623277:1741648802150:1694577212713:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 2, -1, -1, 1, 0, 1]]:23:0.422609430765336:hat
1694577212714:1977006749243:1835791980978:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, -2, 2, 0, 1, -1, -1, 2, -4]]:24:0.511926802046438:hat
1835791980979:2118221517508:1977006749243:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, -1, -1, 1, 1, -1, -1]]:24:0.577351369101127:hat
1977006749244:2259436285773:2118221517508:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, -1, -1, 1, -2, 1, -1, -1, 4]]:24:0.561017725372331:hat
2118221517509:2965510127002:2541865822255:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, -1, 0, 0, 0, 0, 1]]:25:0.999926007727295:hat
2541865822256:2573246881909:2557556352082:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 6, -5, 0, 6, -7, 5, 1, -8, 11, -12, 7, 1, -4]]:22:0.130692584721591:hat
2557556352083:2588937411736:2573246881909:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 7, -5, 5, -8, 11, -11, 11, -14, 16, -19]]:22:0.125826571599908:hat
2573246881910:2604627941563:2588937411736:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -1, -2, 2, -3, 5, -4, -3, 8, -3, -1, -7, 18, -28]]:22:0.143640974707282:hat
2588937411737:2620318471390:2604627941563:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -45, 50, -57, 59, -58, 63, -72, 74, -71, 75, -83, 84, -103]]:22:0.140403220568512:hat
2604627941564:2698771120437:2651699531000:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 5, -5, 2, 2, -4, 3, -1, 3, -10]]:23:0.152227392364093:hat
2651699531001:2745842709874:2698771120437:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -40, 40, -41, 46, -54, 60, -60, 55, -51, 53, -59, 62, -57, 48, -55]]:23:0.172786386782401:hat
2698771120438:2792914299311:2745842709874:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 28, -32, 21, -1, -17, 24, -19, 10, -9, 20, -28, 12, 29, -74]]:23:0.174215467517190:hat
2745842709875:2839985888748:2792914299311:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 8, -24, 36, -33, 22, -15, 6, 20, -53, 68, -62, 52, -33, -11, 61, -103]]:23:0.184477589424794:hat
2792914299312:2824295358965:2808604829138:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 6, -21, 32, -39, 40, -29, 7, 20, -47, 63, -57, 33, 2, -37, 54, -68]]:22:0.147160042073040:hat
2808604829139:2839985888792:2824295358965:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 7, -4, -1, 6, -8, 7, -4, 2, -1, -1]]:22:0.150990708418161:hat
2824295358966:2918438537839:2871366948402:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 9, -6, 1, 5, -12, 20, -27, 33, -38, 50]]:23:0.180761675998579:hat
2871366948403:2965510127276:2918438537839:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -15, 24, -21, 7, 12, -24, 20, -2, -23, 41, -37, 11, 25, -52, 50, -17, -17]]:23:0.188662830471054:hat
2918438537840:3012581716713:2965510127276:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 5, -2, -3, 9, -15, 20, -24, 27, -29, 38]]:23:0.202556368840431:hat
2965510127277:3059653306150:3012581716713:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 20, -19, 14, -7, 4, -6, 8, -6, 5, -8, 13, -18, 28, -49]]:23:0.226088042004129:hat
3012581716714:3106724895587:3059653306150:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 3, 5, -14, 18, -14, 5, 3, -7, 8]]:23:0.232159633521088:hat
3059653306151:3153796485024:3106724895587:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -10, 3, -1, 5, -7, 0, 13, -19, 16, -13, 22, -35, 36, -24, 17]]:23:0.241655393602368:hat
3106724895588:3200868074461:3153796485024:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 10, -25, 36, -43, 44, -37, 28, -16, -1, 16, -30, 40, -35, 32]]:23:0.222966322486411:hat
3153796485025:3436226021554:3295011253289:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 11, -8, 3, 3, -8, 11, -11, 10, -10, 13]]:24:0.270080146442542:hat
3295011253290:3389154432163:3342082842726:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 35, -39, 43, -48, 59, -79, 90, -91, 106, -132, 153, -173, 189, -244]]:23:0.186061077666094:hat
3342082842727:3436226021600:3389154432163:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -3, 2, -3, 3, 0, -3, 2, 1]]:23:0.178628403942430:hat
3389154432164:3483297611037:3436226021600:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -1, 0, -1, 2, -2, 3, -5, 8]]:23:0.208401041560175:hat
3436226021601:3530369200474:3483297611037:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -12, 11, -5, -7, 16, -15, 5, 8, -14, 10, 0, -10, 17, -25]]:23:0.202811262627890:hat
3483297611038:3577440789911:3530369200474:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 13, -8, 1, 2, -3, 6, -10, 12, -13, 14, -8, -6, 18, -28]]:23:0.230426037953725:hat
3530369200475:3812798737004:3671583968739:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -6, 8, -4, -4, 9, -6, -3, 9, -11]]:24:0.286687053826677:hat
3671583968740:3954013505269:3812798737004:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -1, 0, 0, -1, 3, -3, 2, -2]]:24:0.267946644094319:hat
3812798737005:4095228273534:3954013505269:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -3, 2, -2, 2, -1, -2, 4, -7]]:24:0.319513044061363:hat
3954013505270:4236443041799:4095228273534:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 2, -3, 2, 1, -5, 9, -10, 6, 2, -10]]:24:0.382000757247082:hat
4095228273535:4377657810064:4236443041799:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 3, -1, 1, -2, 3, -5, 4, -2, 1, -1]]:24:0.357262304310396:hat
4236443041800:4518872578329:4377657810064:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 5, -2, 2, -2, 2, -6, 8, -6, -1, 9, -12, 11, -16]]:24:0.408456413459236:hat
4377657810065:4660087346594:4518872578329:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -19, 28, -24, 5, 22, -43, 44, -20, -20, 57, -70, 49, 2, -53]]:24:0.395975777745343:hat
4518872578330:4801302114859:4660087346594:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 6, -4, -3, 7, -11, 10, 7, -22, 18, -4, -18, 35, -22, -8, 31, -44, 56]]:24:0.342716190236694:hat
4660087346595:4942516883124:4801302114859:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 1, -3, -2, 6, 3, -9, -7, 12, 11, -16, -11, 16, 12, -31]]:24:0.413748308316643:hat
4801302114860:5083731651389:4942516883124:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 6, -6, 3, -5, 9, -9, 9, -10, 9, -10]]:24:0.371091250711810:hat
4942516883125:5224946419654:5083731651389:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 2, -1, 1, 0, 0, -1, -1]]:24:0.422635407689821:hat
5083731651390:5931020260883:5507375956136:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 3, -4, 5, -5, 7, -7, 9, -16]]:25:0.511945911273522:hat
5507375956137:6354664565630:5931020260883:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1, -1, 2, -1, -1, 1, -1]]:25:0.577334530208394:hat
5931020260884:6778308870377:6354664565630:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 3, -4, 5, -4, 5, -3, 2, -4]]:25:0.561042087447898:hat
6354664565631:8896530394012:7625597479821:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, -1, 1, -1, 0, 1]]:26:0.999937964277560:hat
7625597479822:7719740658695:7672669069258:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 6, -5, 0, 6, -5, -1, 9, -16, 17, -13, 6, 1, -3, 2]]:23:0.130699703682053:hat
7672669069259:7766812248132:7719740658695:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 12, -16, 19, -21, 26, -35, 42, -43, 53]]:23:0.125828640843204:hat
7719740658696:7813883837569:7766812248132:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -1, -2, 2, -3, 7, -11, 10, -9, 17, -26, 24, -16, 16, -28]]:23:0.143651237241881:hat
7766812248133:7860955427006:7813883837569:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -45, 50, -57, 59, -56, 57, -65, 70, -67, 67, -77, 83, -77, 91]]:23:0.140410861280993:hat
7813883837570:8096313374099:7955098605834:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 2, -6, 9, -9, 6, -3, 3, -6, 10]]:24:0.152229139807633:hat
7955098605835:8237528142364:8096313374099:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -40, 40, -41, 46, -54, 60, -58, 49, -44, 49, -55, 49, -31, 13, -3, -1]]:24:0.172780926275701:hat
8096313374100:8378742910629:8237528142364:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 28, -32, 22, -7, -4, 12, -22, 33, -40, 42, -36, 14, 23, -55, 82]]:24:0.174205142044500:hat
8237528142365:8519957678894:8378742910629:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 8, -24, 36, -33, 22, -15, 7, 16, -47, 66, -69, 67, -53, 11, 46, -81, 109]]:24:0.184473577590359:hat
8378742910630:8472886089503:8425814500066:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 6, -21, 32, -39, 40, -29, 7, 22, -54, 77, -80, 62, -22, -31, 78, -110, 152]]:23:0.147167076571743:hat
8425814500067:8519957678940:8472886089503:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 12, -16, 20, -24, 28, -33, 40, -46, 59]]:23:0.150995098464831:hat
8472886089504:8755315626033:8614100857768:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -11, 14, -18, 22, -26, 30, -32, 31, -28, 32]]:24:0.180767745503073:hat
8614100857769:8896530394298:8755315626033:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -15, 24, -21, 7, 12, -24, 20, -2, -21, 34, -24, -6, 39, -54, 36, 12, -65, 113]]:24:0.188670860103897:hat
8755315626034:9037745162563:8896530394298:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -7, 10, -14, 18, -21, 22, -21, 18, -14, 14]]:24:0.202562421183262:hat
8896530394299:9178959930828:9037745162563:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 20, -19, 14, -7, 5, -11, 20, -22, 18, -14, 10, 2, -18, 23, -23]]:24:0.226088629739055:hat
9037745162564:9320174699093:9178959930828:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 4, 3, -10, 12, -6, -3, 8, -3, -7, 14]]:24:0.232147399039642:hat
9178959930829:9461389467358:9320174699093:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -10, 3, -1, 5, -7, 1, 9, -12, 8, -7, 17, -27, 25, -15, 15, -31]]:24:0.241655182495360:hat
9320174699094:9602604235623:9461389467358:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 10, -25, 36, -43, 44, -35, 21, -3, -20, 39, -50, 53, -40, 13, 8]]:24:0.222974928524462:hat
9461389467359:10308678076852:9885033772105:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -13, 16, -20, 24, -26, 26, -25, 23, -21, 23]]:25:0.270084929714745:hat
9885033772106:10167463308635:10026248540370:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 35, -39, 43, -48, 59, -77, 84, -85, 104, -126, 136, -152, 173, -192, 260]]:24:0.186068253731102:hat
10026248540371:10308678076900:10167463308635:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -2, 0, -2, 2, 1, -1, 0, -1]]:24:0.178631532208546:hat
10167463308636:10449892845165:10308678076900:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 5, -4, 2, -5, 9, -7, 5, -9, 16]]:24:0.208404781646297:hat
10308678076901:10591107613430:10449892845165:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -12, 11, -5, -7, 16, -14, 4, 7, -12, 9, -2, -7, 13, -8, 1]]:24:0.202821205619840:hat
10449892845166:10732322381695:10591107613430:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 13, -8, 1, 2, -3, 7, -11, 11, -12, 17, -14, -3, 22, -27, 26]]:24:0.230437139836790:hat
10591107613431:11438396222924:11014751918177:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -5, 7, -6, 2, 4, -8, 9, -5, -2, 7]]:25:0.286696195075452:hat
11014751918178:11862040527671:11438396222924:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, -1, 1, 1, -1, 1, -1, 1, -2]]:25:0.267941731655672:hat
11438396222925:12285684832418:11862040527671:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, -1, 1, 0, 1, -1, -1]]:25:0.319506883743944:hat
11862040527672:12709329137165:12285684832418:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 2, -2, 1, -1, 1, 3, -9, 9, 2, -12, 14]]:25:0.381998041763973:hat
12285684832419:13132973441912:12709329137165:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 3, -3, 4, -5, 6, -5, 4, -2, -1]]:25:0.357257159346735:hat
12709329137166:13556617746659:13132973441912:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 5, -2, 2, -1, -2, 1, -1, 3, -9, 18, -21, 18, -17, 20]]:25:0.408456120284701:hat
13132973441913:13980262051406:13556617746659:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -19, 28, -24, 5, 23, -47, 51, -28, -17, 64, -87, 68, -8, -69, 143]]:25:0.395988012367561:hat
13556617746660:14403906356153:13980262051406:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 6, -4, -3, 7, -11, 10, 7, -22, 19, -5, -19, 36, -23, -5, 31, -49, 33, -4]]:25:0.342725668573478:hat
